Searched CAT,MDR Report Key,Brand Name,Manufacturer,Lot Number,Problem Codes,Health Effect Codes,Date of Event,Type of Event,Description
HAR1136,11654060,"HARMONIC 1100 SHEARS, 36CM","ETHICON ENDO-SURGERY, LLC.",,,,20210318,Injury,"(B)(4). DATE SENT: 5/10/2021. (B)(4). DATE SENT: 8/31/2021. INVESTIGATION SUMMARY: THE PRODUCT WAS RETURNED TO ETHICON ENDO SURGERY FOR EVALUATION. VISUAL INSPECTION AND FUNCTIONAL TESTING WERE CONDUCTED ON THE RETURNED DEVICE. THE DEVICE WAS RETURNED WITH NO APPARENT DAMAGE. THE DEVICE WAS CONNECTED TO A GEN11. THE DEVICE WAS FUNCTIONAL AND WORKED AS INTENDED. THERE WERE NO ANOMALIES NOTED WITH THE FUNCTIONALITY OF THE DEVICE. THERE WERE NO ALERT SCREENS DISPLAYED AT ANY TIME DURING TESTING. THE DEVICE WAS DISASSEMBLED TO INSPECT THE INTERNAL COMPONENTS AND NO ANOMALIES WERE FOUND. THE EVENT DESCRIBED COULD NOT BE CONFIRMED AS THE DEVICE WAS RETURNED WITHOUT DETECTABLE DAMAGE. ALTHOUGH NO PRODUCT DEFECT WAS IDENTIFIED, THERE MAY HAVE BEEN OTHER CIRCUMSTANCES OR ISSUES THAT OCCURRED DURING THE USE OF THE DEVICE THAT COULD NOT BE REPLICATED DURING THE LABORATORY ANALYSIS. AS PART OF ETHICON ENDO SURGERY QUALITY PROCESS ALL DEVICES ARE MANUFACTURED, INSPECTED, AND RELEASED TO APPROVED SPECIFICATIONS. A MANUFACTURING RECORD EVALUATION WAS PERFORMED FOR THE FINISHED DEVICE BATCH NUMBER, AND NO NON-CONFORMANCES WERE IDENTIFIED. ADDITIONAL COMPLAINT INFORMATION MONITORING FOR POTENTIAL SAFETY SIGNALS WILL BE CONDUCTED THROUGH COMPLAINT TRENDING AS PART OF POST MARKET SURVEILLANCE. (B)(4). BATCH #: UNKNOWN. ADDITIONAL INFORMATION WAS REQUESTED AND THE FOLLOWING WAS OBTAINED: DID ANY MEMBER OF STAFF NOTE ANY ANOMALIES DURING DEVICE CONNECTION / ROOM SET-UP? THERE WERE NO NOTEWORTHY COMMENTS FROM THE STAFF ON THIS MATTER. CAN AN IMAGE OF THE GEN11 SET-UP IN RELATION TO OTHER OR EQUIPMENT BE PROVIDED? NO IMAGE AT THIS TIME. WHAT IS THE GEN11 SERIAL NUMBER? NO SERIAL # OBTAINED. PLEASE CONFIRM ALL ERROR CODES AND THE SEQUENCE THEY OCCURRED. HP OPEN FAULT (CODE 0X0052) WAS ONLY RELEVANT ERROR CODE. DOES NOT RECALL ANY OTHER ERROR CODES. CAN A GENERATOR LOG BE PROVIDED? SALES REP TO FOLLOW UP. WAS THE DEVICE SUCCESSFULLY USED AT ANY POINT IN THE PROCEDURE? NO. THE FIRST HAR1136 OPENED FOR THE PROCEDURE PRESUMABLY RECEIVED THE HP OPEN FAULT (CODE 0X0052) IMMEDIATELY AFTER START-UP, AND THEREFORE, A NON-FUNCTIONAL DEVICE. THE SURGICAL STAFF OPENED A SECOND HAR1136 AND RECEIVED THE SAME ISSUE. AT THIS POINT THE SALES REP ON CALL ARRIVED TO OR. THE REP WAS DIRECTED TO THE TWO (2) HAR1136 DEVICES AND THE GEN11. ON FIRST TRY FOR BOTH DEVICES, THE REP WAS ABLE TO SUCCESSFULLY PASS START-UP WITHOUT RECEIVING THE ERROR CODE. AT THIS POINT, HOWEVER, THE SURGEON MADE THE CALL TO MOVE FORWARD IN ATTEMPTING THE LAPAROSCOPIC PROCEDURE WITH A BI-POLAR (VOYANT) DEVICE. HOW LONG INTO PROCEDURE DID THE SURGEON BEGIN EXPERIENCING ISSUES WITH DEVICE? BY THE TIME THEY PLUGGED IT IN. IS THERE ANY POSSIBILITY THE DEVICE WAS ACTIVATED ON OR NEAR ANOTHER OBJECT SUCH AS UTERINE MANIPULATOR NO. DOES NOT BELIEVE IT EVEN MADE IT INTO THE PATIENT. WHAT IS THE STATUS OF THE RETURNING DEVICES? SALES REP IS UNAWARE OF THE CURRENT STATUS. WHAT IS THE CURRENT STATUS OF THE PATIENT? SUCCESSFUL PROCEDURE. NO PATIENT CONCERNS AT THE MOMENT. PHYSICIAN WAS PLEASED WITH THE OUTCOME. PHYSICIAN WAS A HARMONIC SPECIALIST WHO HAD DIFFICULTY ATTEMPTING THE PROCEDURE VIA BI-POLAR. FOR THIS REASON, THEY CONVERTED TO A VAGINAL HYSTERECTOMY. A PROCEDURE THE SURGEON PERFORMS ON A REGULAR BASIS. THE SURGEON IN FACT PERFORMS HALF OF HIS HYSTERECTOMY PROCEDURES AS A VAGINAL HYSTERECTOMY AND HALF AS A LAPAROSCOPIC HYSTERECTOMY. ATTEMPTS HAVE BEEN MADE TO RETRIEVE THE DEVICE. TO DATE THE DEVICE HAS NOT BEEN RETURNED. IF THE DEVICE OR FURTHER DETAILS ARE RECEIVED AT A LATER DATE A SUPPLEMENTAL MEDWATCH WILL BE SENT. THE LOT/BATCH WAS NOT PROVIDED; THEREFORE, THE MANUFACTURING RECORDS EVALUATION COULD NOT BE PERFORMED. IT WAS REPORTED THAT DURING A TOTAL LAPAROSCOPIC HYSTERECTOMY CONVERT TO VAGINAL HYSTERECTOMY PROCEDURE THAT THE GENERATOR WAS GIVING ¿REPLACE INSTRUMENT¿ ERROR, EVEN THOUGH IT INITIALLY PASSED THE TEST. SURGEON CONVERTED PROCEDURE FROM LAPAROSCOPIC TO VAGINAL TO COMPLETE THE PROCEDURE. THE PROCEDURE WAS CONVERTED BECAUSE THEY ONLY HAVE ONE GEN11 AND AFTER HAVING HARMONIC 1100 FAILURES, THEY ASSUMED IT MIGHT BE GENERATOR RELATED. THE PHYSICIAN FELT MORE COMFORTABLE CONVERTING TO A VAGINAL APPROACH THAN A LAPAROSCOPIC APPROACH WITHOUT ADVANCED ENERGY."
HAR1136,11654089,"HARMONIC 1100 SHEARS, 36CM","ETHICON ENDO-SURGERY, LLC.",,,,20210318,Injury,"(B)(4). DATE SENT: 9/1/2021. INVESTIGATION SUMMARY: THE PRODUCT WAS RETURNED TO ETHICON ENDO SURGERY FOR EVALUATION. VISUAL INSPECTION AND FUNCTIONAL TESTING WERE CONDUCTED ON THE RETURNED DEVICE. THE DEVICE WAS RETURNED WITH NO APPARENT DAMAGE. THE DEVICE WAS CONNECTED TO A GEN11. THE DEVICE WAS FUNCTIONAL AND WORKED AS INTENDED. THERE WERE NO ANOMALIES NOTED WITH THE FUNCTIONALITY OF THE DEVICE. THERE WERE NO ALERT SCREENS DISPLAYED AT ANY TIME DURING TESTING. THE DEVICE WAS DISASSEMBLED TO INSPECT THE INTERNAL COMPONENTS AND NO ANOMALIES WERE FOUND. THE EVENT DESCRIBED COULD NOT BE CONFIRMED AS THE DEVICE WAS RETURNED WITHOUT DETECTABLE DAMAGE. ALTHOUGH NO PRODUCT DEFECT WAS IDENTIFIED, THERE MAY HAVE BEEN OTHER CIRCUMSTANCES OR ISSUES THAT OCCURRED DURING THE USE OF THE DEVICE THAT COULD NOT BE REPLICATED DURING THE LABORATORY ANALYSIS. AS PART OF ETHICON ENDO SURGERY QUALITY PROCESS ALL DEVICES ARE MANUFACTURED, INSPECTED, AND RELEASED TO APPROVED SPECIFICATIONS. A MANUFACTURING RECORD EVALUATION WAS PERFORMED FOR THE FINISHED DEVICE BATCH NUMBER, AND NO NON-CONFORMANCES WERE IDENTIFIED. ADDITIONAL COMPLAINT INFORMATION MONITORING FOR POTENTIAL SAFETY SIGNALS WILL BE CONDUCTED THROUGH COMPLAINT TRENDING AS PART OF POST MARKET SURVEILLANCE. (B)(4). BATCH #: UNKNOWN. ADDITIONAL INFORMATION WAS REQUESTED AND THE FOLLOWING WAS OBTAINED: DID ANY MEMBER OF STAFF NOTE ANY ANOMALIES DURING DEVICE CONNECTION / ROOM SET-UP? THERE WERE NO NOTEWORTHY COMMENTS FROM THE STAFF ON THIS MATTER. CAN AN IMAGE OF THE GEN11 SET-UP IN RELATION TO OTHER OR EQUIPMENT BE PROVIDED? NO IMAGE AT THIS TIME. WHAT IS THE GEN11 SERIAL NUMBER? NO SERIAL # OBTAINED. PLEASE CONFIRM ALL ERROR CODES AND THE SEQUENCE THEY OCCURRED. HP OPEN FAULT (CODE 0X0052) WAS ONLY RELEVANT ERROR CODE. DOES NOT RECALL ANY OTHER ERROR CODES. CAN A GENERATOR LOG BE PROVIDED? SALES REP TO FOLLOW UP. WAS THE DEVICE SUCCESSFULLY USED AT ANY POINT IN THE PROCEDURE? NO. THE FIRST HAR1136 OPENED FOR THE PROCEDURE PRESUMABLY RECEIVED THE HP OPEN FAULT (CODE 0X0052) IMMEDIATELY AFTER START-UP, AND THEREFORE, A NON-FUNCTIONAL DEVICE. THE SURGICAL STAFF OPENED A SECOND HAR1136 AND RECEIVED THE SAME ISSUE. AT THIS POINT THE SALES REP ON CALL ARRIVED TO OR. THE REP WAS DIRECTED TO THE TWO (2) HAR1136 DEVICES AND THE GEN11. ON FIRST TRY FOR BOTH DEVICES, THE REP WAS ABLE TO SUCCESSFULLY PASS START-UP WITHOUT RECEIVING THE ERROR CODE. AT THIS POINT, HOWEVER, THE SURGEON MADE THE CALL TO MOVE FORWARD IN ATTEMPTING THE LAPAROSCOPIC PROCEDURE WITH A BI-POLAR (VOYANT) DEVICE. HOW LONG INTO PROCEDURE DID THE SURGEON BEGIN EXPERIENCING ISSUES WITH DEVICE? BY THE TIME THEY PLUGGED IT IN. IS THERE ANY POSSIBILITY THE DEVICE WAS ACTIVATED ON OR NEAR ANOTHER OBJECT SUCH AS UTERINE MANIPULATOR NO. DOES NOT BELIEVE IT EVEN MADE IT INTO THE PATIENT. WHAT IS THE STATUS OF THE RETURNING DEVICES? SALES REP IS UNAWARE OF THE CURRENT STATUS. WHAT IS THE CURRENT STATUS OF THE PATIENT? SUCCESSFUL PROCEDURE. NO PATIENT CONCERNS AT THE MOMENT. PHYSICIAN WAS PLEASED WITH THE OUTCOME. PHYSICIAN WAS A HARMONIC SPECIALIST WHO HAD DIFFICULTY ATTEMPTING THE PROCEDURE VIA BI-POLAR. FOR THIS REASON, THEY CONVERTED TO A VAGINAL HYSTERECTOMY. A PROCEDURE THE SURGEON PERFORMS ON A REGULAR BASIS. THE SURGEON IN FACT PERFORMS HALF OF HIS HYSTERECTOMY PROCEDURES AS A VAGINAL HYSTERECTOMY AND HALF AS A LAPAROSCOPIC HYSTERECTOMY. ATTEMPTS HAVE BEEN MADE TO RETRIEVE THE DEVICE. TO DATE THE DEVICE HAS NOT BEEN RETURNED. IF THE DEVICE OR FURTHER DETAILS ARE RECEIVED AT A LATER DATE A SUPPLEMENTAL MEDWATCH WILL BE SENT. THE LOT/BATCH WAS NOT PROVIDED; THEREFORE, THE MANUFACTURING RECORDS EVALUATION COULD NOT BE PERFORMED. IT WAS REPORTED THAT DURING A TOTAL LAPAROSCOPIC HYSTERECTOMY CONVERT TO VAGINAL HYSTERECTOMY PROCEDURE THAT THE GENERATOR WAS GIVING THE ¿REPLACE INSTRUMENT¿ ERROR. THE DEVICE DID PASS THE INITIAL TEST. SURGEON CONVERTED PROCEDURE FROM LAPAROSCOPIC TO VAGINAL TO COMPLETE THE PROCEDURE. THE PROCEDURE CONVERTED BECAUSE THEY ONLY HAVE ONE GEN11 AND AFTER HAVING HARMONIC 1100 FAILURES, THEY ASSUMED IT MIGHT BE GENERATOR RELATED. THE PHYSICIAN FELT MORE COMFORTABLE CONVERTING TO A VAGINAL APPROACH THAN A LAPAROSCOPIC APPROACH WITHOUT ADVANCED ENERGY."
HAR1136,11786934,"HARMONIC 1100 SHEARS, 36CM","ETHICON ENDO-SURGERY, LLC.",,,,20210412,Malfunction,"(B)(4). BATCH #: UNKNOWN. PRODUCT WAS NOT RETURNED. BASED ON THE INFORMATION AVAILABLE, IT HAS BEEN DETERMINED THAT NO CORRECTIVE AND PREVENTIVE ACTION IS PROPOSED. THIS COMPLAINT WILL BE ACCOUNTED FOR AND MONITORED VIA POST MARKET SURVEILLANCE ACTIVITIES. IF ADDITIONAL INFORMATION IS MADE AVAILABLE, THE INVESTIGATION WILL BE UPDATED AS APPLICABLE. THE LOT/BATCH WAS NOT PROVIDED; THEREFORE, THE MANUFACTURING RECORDS EVALUATION COULD NOT BE PERFORMED. IF INFORMATION IS OBTAINED THAT WAS NOT AVAILABLE FOR THE INITIAL REPORT, A FOLLOW-UP REPORT WILL BE FILED AS APPROPRIATE. IT WAS REPORTED THAT DURING A LAPAROSCOPIC HYSTERECTOMY PROCEDURE THAT THE SURGEON WAS USING THE DEVICE TO TRANSECT THE CERVIX FROM THE VAGINA. THE SURGEON WAS WORKING WITH A RESIDENT WHO CAME IN CONTACT WITH THE REUSABLE UTERINE MANIPULATOR. WHEN THE GENERATOR GAVE THE ERROR OF REPLACE INSTRUMENT, THE SURGEON KNEW THE RESIDENT HAD BROKEN THE BLADE. A SECOND DEVICE WAS OPENED BUT NOT NEEDED TO COMPLETE THE PROCEDURE. THERE WERE NO ADVERSE CONSEQUENCES FOR THE PATIENT."
HAR1136,11812827,"HARMONIC 1100 SHEARS, 36CM","ETHICON ENDO-SURGERY, LLC.",,,,20210322,Malfunction,"(B)(4). BATCH #: U7909W. INVESTIGATION SUMMARY: THE PRODUCT WAS RETURNED TO ETHICON ENDO SURGERY FOR EVALUATION. VISUAL INSPECTION AND FUNCTIONAL TESTING WERE CONDUCTED ON THE RETURNED DEVICE. THE DEVICE WAS RETURNED WITH THE DISTAL TIP OF THE BLADE BROKEN OFF AND NOT RETURNED. THE REMAINING BLADE PORTION HAD MINOR SCRATCH MARKS PRESENT, INDICATING CONTACT WITH A METAL, OR AN OBJECT OF LIKE HARDNESS. THIS BLADE TIP PORTION MAY HAVE BROKEN OFF OF THE DEVICE DURING TRANSPORT TO OUR ANALYSIS SITE. THE TISSUE PAD WAS FULLY IN-TACT WITH LITTLE TO NO WEAR VISIBLE (SMALL REMNANTS BLACK CHAR). THE DEVICE WAS CONNECTED TO A GEN11 FOR PRE-RUN TESTING. FOLLOWING THE ¿FIRE INSTRUMENT IN-AIR¿ INSTRUCTION, THE DEVICE FAILED, AND THE GENERATOR INTERFACE READ THE ¿REPLACE INSTRUMENT¿ ALERT SCREEN. SINCE THE DEVICE DID NOT PASS PRE-RUN, ADDITIONAL ASSESSMENT FOR ¿NOISE ISSUES¿ WAS UNABLE TO BE PERFORMED. IT SHOULD BE NOTED THAT NOISE ISSUES IS A LIKELY BYPRODUCT OF METAL-TO-METAL CONTACT. PROBABLE CAUSES OF BLADE DAMAGE, INCLUDING BREAKAGE, ARE EXTERNAL CONTACT DURING PRE-OP OR GENERAL USE, BLADE CONTACT WITH OTHER DEVICES, STAPLES, OR CLIPS DURING THE PROCEDURE. ONCE MINOR BLADE DAMAGE HAS OCCURRED, SUBSEQUENT ACTIVATIONS MAY INCREASE THE SEVERITY OF THE BLADE DAMAGE. THIS IN TURN CAN RESULT IN ACTIVATION ISSUES SUCH AS FAILING THE PRE-RUN TEST WITH THE GENERATOR AND DISPLAYING AN ALERT SCREEN. THESE ALERT SCREENS THAT CAN RESULT ARE SUCH AS ""REMOVE INSTRUMENT FROM PATIENT"" OR ¿BLADE ERROR DETECTED¿ OR ""RELAXED PRESSURE ON BLADE"" FOLLOWED BY A ¿REPLACE INSTRUMENT¿ SCREEN LATER IN THE PROCEDURE. CONTINUED USAGE OF THE DAMAGE BLADE CAN RESULT IN A BROKEN BLADE. ADDITIONAL COMPLAINT INFORMATION MONITORING FOR POTENTIAL SAFETY SIGNALS WILL BE CONDUCTED THROUGH COMPLAINT TRENDING AS PART OF POST MARKET SURVEILLANCE. A MANUFACTURING RECORD EVALUATION WAS PERFORMED FOR THE FINISHED DEVICE BATCH NUMBER, AND NO NON-CONFORMANCES WERE IDENTIFIED. NO FURTHER INVESTIGATION WILL BE CONDUCTED ON THIS COMPLAINT DUE TO EXTERNAL CAUSE. COMPLAINT INFORMATION WILL BE INCLUDED IN COMPLAINT TRENDING THAT IS REVIEWED BY THE APPLICABLE PRODUCT QUALITY SAFETY SURVEILLANCE DATA REVIEW BOARD ON A REGULAR BASIS TO DETERMINE IF FURTHER ACTION IS NECESSARY. IT WAS REPORTED THAT DURING A DIAGNOSTIC LAPAROSCOPIC PROCEDURE, AT THE END OF THE CASE, THEY HEARD A GRINDING NOISE AND RECEIVED A 'REPLACE INSTRUMENT' ERROR. THERE WERE NO PATIENT CONSEQUENCES."
HAR1136,12218815,"HARMONIC 1100 SHEARS, 36CM","ETHICON ENDO-SURGERY, LLC.",,,,20210507,Malfunction,"(B)(4). BATCH #: U7909Y. THIS IS A ANALYSIS FOR A SET OF IMAGES SUBMITTED TO ETHICON ENDO SURGERY FOR EVALUATION. IMAGE 1 TO 4: SHOW A BLADE SCRATCHED AND CRACKED, NICKS COULD BE SEEN NEAR OF THE CRACK. IMAGE 5: SHOWS AN UNKNOWN FIBER IN THE JAWS. BASED ON THE PHOTO THE EVENT DESCRIBE IS CONFIRMED. PROBABLE CAUSES OF BLADE DAMAGE, INCLUDING BREAKAGE, ARE EXTERNAL CONTACT DURING PRE-OP OR GENERAL USE, BLADE CONTACT WITH OTHER DEVICES, STAPLES OR CLIPS DURING THE PROCEDURE OR USING ANY MEANS OTHER THAN THE BLADE WRENCH TO ATTACH OR DETACH THE BLADE. ONCE MINOR BLADE DAMAGE HAS OCCURRED, SUBSEQUENT ACTIVATIONS MAY INCREASE THE SEVERITY OF THE BLADE DAMAGE. THIS IN TURN CAN RESULT ACTIVATION ISSUES SUCH AS FAILING THE PRE-RUN TEST WITH THE GENERATOR AND DISPLAYING AN ALERT SCREEN. THESE ALERT SCREENS THAT CAN RESULT ARE SUCH AS ¿TIGHTEN ASSEMBLY¿, ¿BLADE ERROR DETECTED¿ OR ""RELAXED PRESSURE ON BLADE"" FOLLOWED BY A ¿REPLACE INSTRUMENT¿ SCREEN LATER IN THE PROCEDURE. CONTINUED USAGE OF THE DAMAGE BLADE CAN RESULT IN A BROKEN BLADE. INVESTIGATION SUMMARY THE PRODUCT WAS RETURNED TO ETHICON ENDO SURGERY FOR EVALUATION. VISUAL INSPECTION AND FUNCTIONAL TESTING WERE CONDUCTED ON THE RETURNED DEVICE. THE DEVICE WAS RETURNED WITH THE DISTAL TIP OF THE BLADE BROKEN OFF RETURNED. THE REMAINING BLADE PORTION WAS SCRATCHED, AND WITH EVIDENCE OF CONTACT WITH METAL IN OR OUT OF THE OPERATIVE FIELD. THIS BLADE TIP PORTION MAY HAVE BROKEN OFF OF THE DEVICE DURING TRANSPORT TO OUR ANALYSIS SITE. DURING FUNCTIONAL TESTING ON GEN11, AN ALERT SCREEN WAS DISPLAYED. A PROBABLE CAUSE OF THE DEVICE STOP ACTIVATING AND DISPLAY AN ALERT SCREEN IS BLADE DAMAGE. THE DEVICE WAS DISASSEMBLED TO INSPECT THE INTERNAL COMPONENTS AND NO ANOMALIES WERE FOUND. PROBABLE CAUSES OF BLADE DAMAGE, INCLUDING BREAKAGE, ARE EXTERNAL CONTACT DURING PRE-OP OR GENERAL USE, BLADE CONTACT WITH OTHER DEVICES, STAPLES OR CLIPS DURING THE PROCEDURE. ONCE MINOR BLADE DAMAGE HAS OCCURRED, SUBSEQUENT ACTIVATIONS MAY INCREASE THE SEVERITY OF THE BLADE DAMAGE. THIS IN TURN CAN RESULT IN ACTIVATION ISSUES SUCH AS FAILING THE PRE-RUN TEST WITH THE GENERATOR AND DISPLAYING AN ALERT SCREEN. THESE ALERT SCREENS THAT CAN RESULT ARE SUCH AS ""REMOVE INSTRUMENT FROM PATIENT"" OR ¿BLADE ERROR DETECTED¿ OR ""RELAXED PRESSURE ON BLADE"" FOLLOWED BY A ¿REPLACE INSTRUMENT¿ SCREEN LATER IN THE PROCEDURE. CONTINUED USAGE OF THE DAMAGE BLADE CAN RESULT IN A BROKEN BLADE. AS PART OF ETHICON ENDO SURGERY QUALITY PROCESS ALL DEVICES ARE MANUFACTURED, INSPECTED, AND RELEASED TO APPROVED SPECIFICATIONS. A MANUFACTURING RECORD EVALUATION WAS PERFORMED FOR THE FINISHED DEVICE BATCH NUMBER, AND NO NON-CONFORMANCES RELATED TO THE REPORTED COMPLAINT CONDITION WERE IDENTIFIED. ADDITIONAL COMPLAINT INFORMATION MONITORING FOR POTENTIAL SAFETY SIGNALS WILL BE CONDUCTED THROUGH COMPLAINT TRENDING AS PART OF POST MARKET SURVEILLANCE. IT WAS REPORTED THAT DURING A GASTRIC BYPASS THEY RECEIVED ERROR CODES 'REMOVE INSTRUMENT', 'CLEAN BLADE', AND 'REPLACE INSTRUMENT IN SUCCESSION. A NEW DEVICE WAS USED TO COMPLETE THE CASE WITH NO PATIENT CONSEQUENCES."
HAR1136,12309791,"HARMONIC 1100 SHEARS, 36CM","ETHICON ENDO-SURGERY, LLC.",,,,20210702,Injury,"(B)(4). BATCH #: UNKNOWN. ATTEMPTS ARE BEING MADE TO OBTAIN THE FOLLOWING INFORMATION. TO DATE, NO RESPONSE HAS BEEN PROVIDED. IF FURTHER DETAILS ARE RECEIVED AT A LATER DATE, A SUPPLEMENTAL MEDWATCH WILL BE SENT: WHAT HEAT MANAGEMENT TECHNIQUES WERE UTILIZED IN THE ORIGINAL PROCEDURE? WHAT GENERATOR POWER LEVELS WERE USED IN THE ORIGINAL PROCEDURE? WERE THERE ANY ALERT SCREENS ON THE GENERATOR IN THE ORIGINAL PROCEDURE? CAN A GENERATOR LOG BE OBTAINED? FOR THIS SURGEON, IS A TOUPET FUNDOPLICATION A STANDARD PROCEDURE TO ADDRESS GERDS? IS THERE A PHOTO OF THE HOLE THAT COULD BE SHARED FROM THE RE-OP PROCEDURE? WHAT IS THE EXACT ANATOMICAL LOCATION OF THE HOLE? WHAT IS THE LOCATION OF THE HOLE IN CORRELATION TO WHERE THE HARMONIC WAS USED IN THE ORIGINAL PROCEDURE? DOES THE SURGEON BELIEVE THERE WAS AN ALLEGED DEFICIENCY WITH THE DEVICE THAT LED TO THE PATIENT ISSUE? WHAT IS THE PATIENT'S CURRENT STATUS? PRODUCT WAS NOT RETURNED. BASED ON THE INFORMATION AVAILABLE, IT HAS BEEN DETERMINED THAT NO CORRECTIVE AND PREVENTIVE ACTION IS PROPOSED. THIS COMPLAINT WILL BE ACCOUNTED FOR AND MONITORED VIA POST MARKET SURVEILLANCE ACTIVITIES. IF ADDITIONAL INFORMATION IS MADE AVAILABLE, THE INVESTIGATION WILL BE UPDATED AS APPLICABLE. THE LOT/BATCH WAS NOT PROVIDED; THEREFORE, THE MANUFACTURING RECORDS EVALUATION COULD NOT BE PERFORMED. IT WAS REPORTED THAT FOUR DAYS POST OP TO A HIATAL HERNIA WITH A TOUPET FUNDOPLICATION PROCEDURE THE PATIENT PRESENTED WITH COUGHING, PNEUMONIA LIKE SYMPTOMS AND FLUID IN THE ESOPHAGUS. THEY SCANNED AND FOUND NOTHING BUT ADMITTED THE PATIENT. ON DAY TEN THEY DISCOVERED A TWO MM HOLE IN THE ESOPHAGUS. THE PATIENT IS IN RECOVERY."
HAR1136,12353750,"HARMONIC 1100 SHEARS, 36CM","ETHICON ENDO-SURGERY, LLC.",,,,20210726,Malfunction,"(B)(4). BATCH #: UNKNOWN. THE LOT/BATCH WAS NOT PROVIDED; THEREFORE, THE MANUFACTURING RECORDS EVALUATION COULD NOT BE PERFORMED. IT WAS REPORTED THAT DURING A LAPAROSCOPIC TOTAL GASTRECTOMY PROCEDURE THAT THE DEVICE STARTED MAKING A SCREECHING SOUND AND THE TIP BROKE. BROKEN PIECE WAS RECOVERED. ANOTHER LIKE DEVICE WAS USED TO COMPLETE THE PROCEDURE. THERE WERE NO ADVERSE CONSEQUENCES FOR THE PATIENT. (B)(4). DATE SENT: 9/15/2021. D4 BATCH #: V7000R. INVESTIGATION SUMMARY: THE PRODUCT WAS RETURNED TO ETHICON ENDO SURGERY FOR EVALUATION. VISUAL INSPECTION AND FUNCTIONAL TESTING WERE CONDUCTED ON THE RETURNED DEVICE. THE DEVICE WAS RETURNED WITH THE DISTAL TIP OF THE BLADE BROKEN OFF AND IT WAS RETURNED WITH THE DEVICE. THE REMAINING BLADE PORTION WAS SCRATCHED, AND WITH EVIDENCE OF CONTACT WITH METAL IN OR OUT OF THE OPERATIVE FIELD. DURING FUNCTIONAL TESTING ON GEN11, AN ALERT SCREEN WAS DISPLAYED. A PROBABLE CAUSE FOR THE DEVICE TO STOP ACTIVATING AND THE GEN11 TO DISPLAY AN ALERT SCREEN IS BLADE DAMAGE. THE DEVICE WAS DISASSEMBLED TO INSPECT THE INTERNAL COMPONENTS AND NO ANOMALIES WERE FOUND. IT IS POSSIBLE THAT THE UNEXPECTED NOISE HEARD COULD BE EITHER: THE BLADE MAKING CONTACT WITH METAL OR PLASTIC WHILE ACTIVATED, THE BLADE NOT BEING PROPERLY ATTACHED TO THE HAND PIECE OR THE SOLID TONE EMITTED BY THE GENERATOR WHEN THE BLADE BECOMES DAMAGED. PROBABLE CAUSES OF BLADE DAMAGE, INCLUDING BREAKAGE, ARE EXTERNAL CONTACT DURING PRE-OP OR GENERAL USE, BLADE CONTACT WITH OTHER DEVICES, STAPLES OR CLIPS DURING THE PROCEDURE. ONCE MINOR BLADE DAMAGE HAS OCCURRED, SUBSEQUENT ACTIVATIONS MAY INCREASE THE SEVERITY OF THE BLADE DAMAGE. THIS IN TURN CAN RESULT IN ACTIVATION ISSUES SUCH AS FAILING THE PRE-RUN TEST WITH THE GENERATOR AND DISPLAYING AN ALERT SCREEN. THESE ALERT SCREENS THAT CAN RESULT ARE SUCH AS ""REMOVE INSTRUMENT FROM PATIENT"" OR ¿BLADE ERROR DETECTED¿ OR ""RELAXED PRESSURE ON BLADE"" FOLLOWED BY A ¿REPLACE INSTRUMENT¿ SCREEN LATER IN THE PROCEDURE. CONTINUED USAGE OF THE DAMAGE BLADE CAN RESULT IN A BROKEN BLADE. AS PART OF ETHICON ENDO SURGERY QUALITY PROCESS ALL DEVICES ARE MANUFACTURED, INSPECTED, AND RELEASED TO APPROVED SPECIFICATIONS. A MANUFACTURING RECORD EVALUATION WAS PERFORMED FOR THE FINISHED DEVICE BATCH NUMBER, AND NO NON-CONFORMANCES WERE IDENTIFIED. ADDITIONAL COMPLAINT INFORMATION MONITORING FOR POTENTIAL SAFETY SIGNALS WILL BE CONDUCTED THROUGH COMPLAINT TRENDING AS PART OF POST MARKET SURVEILLANCE."
